"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_login","tests.pytest","Mon Feb 02 18:50:06 UTC 2026","passed","Mon Feb 02 18:50:06 UTC 2026","TestUserAuthentication","test_markers","",""
"","0","test_forgot_password_link","tests.pytest","Mon Feb 02 18:50:04 UTC 2026","passed","Mon Feb 02 18:50:04 UTC 2026","TestUserInterface","test_markers","",""
"","2642","Edit course","LMS system","Mon Feb 02 18:50:01 UTC 2026","passed","Mon Feb 02 18:50:04 UTC 2026","Courses","Courses","",""
"","2934","User login with correct email and password","LMS system","Mon Feb 02 18:49:53 UTC 2026","passed","Mon Feb 02 18:49:56 UTC 2026","Authorization","Authentication","",""
"","1477","Navigation from login page to registration page","LMS system","Mon Feb 02 18:49:56 UTC 2026","passed","Mon Feb 02 18:49:58 UTC 2026","Authorization","Authentication","",""
"","2316","Create course","LMS system","Mon Feb 02 18:50:00 UTC 2026","passed","Mon Feb 02 18:50:02 UTC 2026","Courses","Courses","",""
"","0","test_regression_case","tests.pytest","Mon Feb 02 18:50:04 UTC 2026","passed","Mon Feb 02 18:50:04 UTC 2026","","test_markers","",""
"","2007","User login with wrong email or password","LMS system","Mon Feb 02 18:49:51 UTC 2026","passed","Mon Feb 02 18:49:53 UTC 2026","Authorization","Authentication","",""
"","1508","Check displaying of empty courses list","LMS system","Mon Feb 02 18:49:57 UTC 2026","passed","Mon Feb 02 18:49:58 UTC 2026","Courses","Courses","",""
"","0","test_password_reset","tests.pytest","Mon Feb 02 18:50:04 UTC 2026","passed","Mon Feb 02 18:50:04 UTC 2026","TestUserAuthentication","test_markers","",""
"","1783","User login with wrong email or password","LMS system","Mon Feb 02 18:49:53 UTC 2026","passed","Mon Feb 02 18:49:55 UTC 2026","Authorization","Authentication","",""
"","2016","User login with wrong email or password","LMS system","Mon Feb 02 18:49:51 UTC 2026","passed","Mon Feb 02 18:49:53 UTC 2026","Authorization","Authentication","",""
"","1713","Check displaying of dashboard page","LMS system","Mon Feb 02 18:50:04 UTC 2026","passed","Mon Feb 02 18:50:06 UTC 2026","Dashboard","Dashboard","",""
"","0","test_critical_login","tests.pytest","Mon Feb 02 18:50:04 UTC 2026","passed","Mon Feb 02 18:50:04 UTC 2026","","test_markers","",""
"","0","test_logout","tests.pytest","Mon Feb 02 18:50:04 UTC 2026","passed","Mon Feb 02 18:50:04 UTC 2026","TestUserAuthentication","test_markers","",""
"","1737","Registration with correct email, username and password","LMS system","Mon Feb 02 18:49:58 UTC 2026","passed","Mon Feb 02 18:50:00 UTC 2026","Registration","Authentication","",""
